,Article_Name,Article_ID
957,Cod,A0958
958,Code_of_Hammurabi,A0959
959,Coffee,A0960
960,Coin,A0961
961,Cold_War,A0962
962,Colditz_Castle,A0963
963,Colima_%28volcano%29,A0964
964,Collapse_of_the_World_Trade_Center,A0965
965,Colley_Cibber,A0966
966,Cologne,A0967
967,Colombia,A0968
968,Colombo,A0969
969,Color,A0970
970,Color_Graphics_Adapter,A0971
971,Color_blindness,A0972
972,Colorado_River,A0973
973,Colossus_of_Rhodes,A0974
974,Columba,A0975
975,Columbia_River,A0976
976,Columbine_High_School_massacre,A0977
977,Columbus%2C_Ohio,A0978
978,Comet,A0979
979,Comet_Hale-Bopp,A0980
980,Comet_Halley,A0981
981,Comet_Hyakutake,A0982
982,Comet_Shoemaker-Levy_9,A0983
983,Comet_White-Ortiz-Bolelli,A0984
984,Comics,A0985
985,Comma_Johanneum,A0986
986,Commodore_64,A0987
987,Common_Basilisk,A0988
988,Common_Cuckoo,A0989
989,Common_Eider,A0990
990,Common_Eland,A0991
991,Common_Hazel,A0992
992,Common_Pheasant,A0993
993,Common_Tern,A0994
994,Common_agouti,A0995
995,Common_cold,A0996
996,Common_sage,A0997
997,Commonwealth_Games,A0998
998,Communication,A0999
999,Communism,A1000
1000,Community,A1001
1001,Comoros,A1002
1002,Compact_Disc,A1003
1003,Company_%28law%29,A1004
1004,Compsognathus,A1005
1005,Computational_chemistry,A1006
1006,Computer,A1007
1007,Computer_and_video_games,A1008
1008,Computer_programming,A1009
1009,Computer_science,A1010
1010,Conakry,A1011
1011,Concorde,A1012
1012,Condoleezza_Rice,A1013
1013,Conflict,A1014
1014,Confucianism,A1015
1015,Confucius,A1016
1016,Congo_River,A1017
1017,Consolation_of_Philosophy,A1018
1018,Constantine_I,A1019
1019,Constantine_II_of_Scotland,A1020
1020,Constitution_of_May_3%2C_1791,A1021
1021,Constitutional_monarchy,A1022
1022,Constructivism_%28art%29,A1023
1023,Consumer_protection,A1024
1024,Contact_lens,A1025
1025,Continent,A1026
1026,Continental_crust,A1027
1027,Control_car_%28rail%29,A1028
1028,Convention_on_the_International_Trade_in_Endangered_Species_of_Wild_Flora_and_Fauna,A1029
1029,Convention_on_the_Rights_of_the_Child,A1030
1030,Cook_Islands,A1031
1031,Cookiecutter_shark,A1032
1032,Cooperative,A1033
1033,Coot,A1034
1034,Copenhagen,A1035
1035,Copenhagen_Fire_of_1728,A1036
1036,Copper,A1037
1037,Copper%28I%29_chloride,A1038
1038,Coriander,A1039
1039,Corinthian_War,A1040
1040,Cormorant,A1041
1041,Corn_oil,A1042
1042,Cornea,A1043
1043,Cornell_University,A1044
1044,Coronation_Street,A1045
1045,Corporate_finance,A1046
1046,Corporation,A1047
1047,Corrosion,A1048
1048,Corundum,A1049
1049,Cosmic_inflation,A1050
1050,Cosmic_microwave_background_radiation,A1051
1051,Costa_Rica,A1052
1052,Costume_design,A1053
1053,Cotopaxi,A1054
1054,Cotswolds,A1055
1055,Cotton,A1056
1056,Coulomb%27s_law,A1057
1057,Country,A1058
1058,Coupling_%28railway%29,A1059
1059,Coventry,A1060
1060,Crab_Nebula,A1061
1061,Crash_test_dummy,A1062
1062,Craters_of_the_Moon_National_Monument_and_Preserve,A1063
1063,Craton,A1064
1064,Creation-evolution_controversy,A1065
1065,Creationism,A1066
1066,Creative_Commons,A1067
1067,Cretaceous,A1068
1068,Cretaceous-Tertiary_extinction_event,A1069
1069,Cricket,A1070
1070,Crime,A1071
1071,Crime_and_Punishment,A1072
1072,Crime_in_Mexico,A1073
1073,Crimean_Karaites,A1074
1074,Crimean_War,A1075
1075,Crimson-collared_Tanager,A1076
1076,Cristero_War,A1077
1077,Criticism_of_the_War_on_Terrorism,A1078
1078,Croatia,A1079
1079,Crocodile,A1080
1080,Crohn%27s_disease,A1081
1081,Cross_Fell,A1082
1082,Crossbill,A1083
1083,Crow,A1084
1084,Crown_Jewels_of_the_United_Kingdom,A1085
1085,Crusades,A1086
1086,Crust_%28geology%29,A1087
1087,Crustacean,A1088
1088,Cryptography,A1089
1089,Crystal,A1090
1090,Crystallographic_defects_in_diamond,A1091
1091,Cuba,A1092
1092,Cubeb,A1093
1093,Cubism,A1094
1094,Cuckmere_Haven,A1095
1095,Cultivar,A1096
1096,Cultural_diversity,A1097
1097,Cultural_identity,A1098
1098,Culture,A1099
1099,Culture_of_the_Democratic_Republic_of_the_Congo,A1100
1100,Curium,A1101
1101,Currency,A1102
1102,Cyanocobalamin,A1103
1103,Cyberpunk,A1104
1104,Cyclamen,A1105
1105,Cyclone_Percy,A1106
1106,Cyclone_Rosita,A1107
1107,Cyclops,A1108
1108,Cymbopogon,A1109
1109,Cyprus,A1110
1110,Cyril_Clarke,A1111
1111,Cyrus_K._Holliday,A1112
1112,Cyrus_the_Great,A1113
1113,Cystic_fibrosis,A1114
1114,Czech_Republic,A1115
1115,D%C3%A1l_Riata,A1116
1116,D%C3%BCsseldorf,A1117
1117,DNA,A1118
1118,DNA_repair,A1119
1119,DVD,A1120
1120,Dad%27s_Army,A1121
1121,Dada,A1122
1122,Dakar,A1123
1123,Dakota%2C_Minnesota_and_Eastern_Railroad,A1124
1124,Daley_Thompson,A1125
1125,Dallas%2C_Texas,A1126
1126,Dam,A1127
1127,Damascus,A1128
1128,Damascus_steel,A1129
1129,Damon_Hill,A1130
1130,Dance,A1131
1131,Dandelion,A1132
1132,Daniel_Day-Lewis,A1133
1133,Daniel_Ellsberg,A1134
1134,Danny_Deever,A1135
1135,Danske_Statsbaner,A1136
1136,Dante_Alighieri,A1137
1137,Danube,A1138
1138,Darfur_conflict,A1139
1139,Dark_Ages,A1140
1140,Darling_River,A1141
1141,Darmstadtium,A1142
1142,Darth_Vader,A1143
1143,Dartmoor,A1144
1144,Das_Kapital,A1145
1145,Data_Encryption_Standard,A1146
1146,David_Attenborough,A1147
1147,David_Beckham,A1148
1148,David_Blanchflower,A1149
1149,David_Cameron,A1150
1150,David_Copperfield_%28novel%29,A1151
1151,David_Helvarg,A1152
1152,David_Heymann,A1153
1153,David_Hilbert,A1154
1154,David_Hume,A1155
1155,David_III_of_Tao,A1156
1156,David_Livingstone,A1157
1157,Davis_Cup,A1158
1158,Davy_Jones%27_Locker,A1159
1159,Day,A1160
1160,Dayuan,A1161
1161,Dead_Sea,A1162
1162,Dead_Sea_scrolls,A1163
1163,Death_Valley_National_Park,A1164
1164,Decade_Volcanoes,A1165
1165,Deconstructivism,A1166
1166,Defaka,A1167
1167,Defense_of_Sihang_Warehouse,A1168
1168,Definition_of_planet,A1169
1169,Deinonychus,A1170
1170,Deity,A1171
1171,Delhi,A1172
1172,Deluge_%28mythology%29,A1173
1173,Demand_Note,A1174
1174,Democracy,A1175
1175,Democratic_Action_Party,A1176
1176,Democratic_Republic_of_the_Congo,A1177
1177,Demosthenes,A1178
1178,Denis_Law,A1179
1179,Denmark,A1180
1180,Dennis_Ritchie,A1181
1181,Denver%2C_Colorado,A1182
1182,Derby,A1183
1183,Desert,A1184
1184,Desert_locust,A1185
1185,Desmond_Tutu,A1186
1186,Despotism,A1187
1187,Detroit%2C_Michigan,A1188
1188,Devonian,A1189
1189,Dewey_Square,A1190
1190,Diabetes_mellitus,A1191
1191,Diamond,A1192
1192,Diamond_cut,A1193
1193,Diamond_simulant,A1194
1194,Diane_Keaton,A1195
1195,Dice,A1196
1196,Dido_and_Aeneas,A1197
1197,Diego_Garcia,A1198
1198,Diego_Maradona,A1199
1199,Diego_Vel%C3%A1zquez,A1200
1200,Differential_equation,A1201
1201,Differential_geometry_and_topology,A1202
1202,Diffuse_interstellar_band,A1203
1203,Dik-dik,A1204
1204,Dill,A1205
1205,Dilophosaurus,A1206
1206,Dimetrodon,A1207
1207,Dingo,A1208
1208,Dinosaur,A1209
1209,Diplodocus,A1210
1210,Directdebit,A1211
1211,Directive_Principles_in_India,A1212
1212,Disneyland_Railroad,A1213
1213,Distilled_beverage,A1214
1214,Dixie_Mission,A1215
1215,Djibouti,A1216
1216,Dmitri_Mendeleev,A1217
1217,Doctor_Who,A1218
1218,Dodo,A1219
1219,Dog,A1220
1220,Doha,A1221
1221,Dolphin,A1222
1222,Domesday_Book,A1223
1223,Domestic_AC_power_plugs_and_sockets,A1224
1224,Domestic_goat,A1225
1225,Domesticated_turkey,A1226
1226,Dominica,A1227
1227,Dominican_Republic,A1228
1228,Donald_Bradman,A1229
1229,Donald_Duck,A1230
1230,Donald_Knuth,A1231
1231,Donation,A1232
1232,Doom,A1233
1233,Dorset,A1234
1234,Double-decker_bus,A1235
1235,Double_bass,A1236
1236,Douglas_Adams,A1237
1237,Douglas_DC-4,A1238
1238,Dove,A1239
1239,Dover,A1240
1240,Down_syndrome,A1241
1241,Dr._Seuss,A1242
1242,Drama,A1243
1243,Draughts,A1244
1244,Drawing,A1245
1245,Dresden,A1246
1246,Drinking_water,A1247
1247,Driving_on_the_left_or_right,A1248
1248,Drosera_anglica,A1249
1249,Drosophila_melanogaster,A1250
1250,Drought,A1251
1251,Drum_and_bass,A1252
1252,Du_Fu,A1253
1253,Dualism_%28philosophy_of_mind%29,A1254
1254,Dubai,A1255
1255,Dublin,A1256
1256,Dubnium,A1257
1257,Duchenne_muscular_dystrophy,A1258
1258,Dundee,A1259
1259,Dundee_United_F.C.,A1260
1260,Dune,A1261
1261,Dunnock,A1262
1262,Dunstable_Downs,A1263
1263,Duran_Duran,A1264
1264,Durham,A1265
1265,Durham_Cathedral,A1266
1266,Durian,A1267
1267,Dutch_language,A1268
1268,Dwight_D._Eisenhower,A1269
1269,Dysprosium,A1270
1270,E.T._the_Extra-Terrestrial_%28Atari_2600%29,A1271
1271,E._E._Cummings,A1272
1272,E._P._Wigner,A1273
1273,ECHELON,A1274
1274,EMD_BL2,A1275
1275,EMD_F7,A1276
1276,EMD_GP30,A1277
1277,Eagle,A1278
1278,Eagle_Scout_%28Boy_Scouts_of_America%29,A1279
1279,Earl_of_Shaftesbury,A1280
1280,Earless_seal,A1281
1281,Earth,A1282
1282,Earth%27s_atmosphere,A1283
1283,Earthquake,A1284
1284,Earwax,A1285
1285,East-West_Schism,A1286
1286,EastEnders,A1287
1287,East_Africa,A1288
1288,East_Flemish,A1289
1289,East_Timor,A1290
1290,Easter_Island,A1291
1291,Eastern_Orthodox_Church,A1292
1292,Eastern_Roman_Empire,A1293
1293,Ebony,A1294
1294,Ecology,A1295
1295,Economic_inequality,A1296
1296,Economics,A1297
1297,Economy_of_Africa,A1298
1298,Economy_of_India,A1299
1299,Economy_of_Pakistan,A1300
1300,Economy_of_Scotland,A1301
1301,Economy_of_the_Iroquois,A1302
1302,Economy_of_the_Republic_of_Ireland,A1303
1303,Ecuador,A1304
1304,Edema,A1305
1305,Edgar_Allan_Poe,A1306
1306,Edible_salt,A1307
1307,Edinburgh,A1308
1308,Edmond_Halley,A1309
1309,Edmonton,A1310
1310,Edmund_Burke,A1311
1311,Edmund_Hillary,A1312
1312,Education,A1313
1313,Education_in_the_United_States,A1314
1314,Educational_psychology,A1315
1315,Edward_Gibbon,A1316
1316,Edward_III_of_England,A1317
1317,Edward_II_of_England,A1318
1318,Edward_IV_of_England,A1319
1319,Edward_I_of_England,A1320
1320,Edward_Jenner,A1321
1321,Edward_Teller,A1322
1322,Edward_VIII_of_the_United_Kingdom,A1323
1323,Edward_VII_of_the_United_Kingdom,A1324
1324,Edward_VI_of_England,A1325
1325,Edward_V_of_England,A1326
1326,Edward_the_Confessor,A1327
1327,Edwin_of_Northumbria,A1328
1328,Effect_of_Hurricane_Katrina_on_New_Orleans,A1329
1329,Effects_of_global_warming,A1330
1330,Effects_of_nuclear_explosions,A1331
1331,Egg_%28food%29,A1332
1332,Egypt,A1333
1333,Egyptian_pyramids,A1334
1334,Eifel_Aqueduct,A1335
1335,Eilmer_of_Malmesbury,A1336
1336,Einsteinium,A1337
1337,El_Aai%C3%BAn,A1338
1338,El_Hatillo_Municipality%2C_Miranda,A1339
1339,El_Lissitzky,A1340
1340,El_Ni%C3%B1o-Southern_Oscillation,A1341
1341,El_Salvador,A1342
1342,Elagabalus,A1343
1343,Eldfell,A1344
1344,Election,A1345
1345,Electric_charge,A1346
1346,Electric_field,A1347
1347,Electrical_engineering,A1348
1348,Electrical_resistance,A1349
1349,Electricity,A1350
1350,Electromagnetic_radiation,A1351
1351,Electron,A1352
1352,Electron_beam_welding,A1353
1353,Electronic_amplifier,A1354
1354,Electronics,A1355
1355,Elementary_algebra,A1356
1356,Elementary_arithmetic,A1357
1357,Elementary_group_theory,A1358
1358,Eleocharis_dulcis,A1359
1359,Elephant,A1360
1360,Elephant_bird,A1361
1361,Elephant_shrew,A1362
1362,Elfin-woods_Warbler,A1363
1363,Elias_Ashmole,A1364
1364,Eliminative_materialism,A1365
1365,Elizabeth_Fry,A1366
1366,Elizabeth_II_of_the_United_Kingdom,A1367
1367,Elizabeth_I_of_England,A1368
1368,Elizabethan_Poor_Law_%281601%29,A1369
1369,Elvis_Presley,A1370
1370,Emacs,A1371
1371,Emanuel_Swedenborg,A1372
1372,Emirate,A1373
1373,Emma_Roberts,A1374
1374,Emotion,A1375
1375,Emperor_Penguin,A1376
1376,Empires__Dawn_of_the_Modern_World,A1377
1377,Empiricism,A1378
1378,Employment,A1379
1379,Emu,A1380
1380,Enceladus_%28moon%29,A1381
1381,Encyclop%C3%A6dia_Britannica,A1382
1382,Endoscopic_foreign_body_retrieval,A1383
1383,Energy,A1384
1384,Engineering,A1385
1385,England,A1386
1386,England_expects_that_every_man_will_do_his_duty,A1387
1387,English_Channel,A1388
1388,English_Reformation,A1389
1389,English_language,A1390
1390,English_monarchs_family_tree,A1391
1391,English_peasants%27_revolt_of_1381,A1392
1392,English_poetry,A1393
1393,Enigma_machine,A1394
1394,Entropy,A1395
1395,Environmental_science,A1396
1396,Enzyme_kinetics,A1397
1397,Eocene,A1398
1398,Epaminondas,A1399
1399,Epazote,A1400
1400,Epic_of_Gilgamesh,A1401
1401,Episcopal_polity,A1402
1402,Equal_Protection_Clause,A1403
1403,Equatorial_Guinea,A1404
1404,Erbium,A1405
1405,Eric_Clapton,A1406
1406,Erie_Canal,A1407
1407,Eris_%28dwarf_planet%29,A1408
1408,Eritrea,A1409
1409,Ernest_Hemingway,A1410
1410,Ernest_Rutherford,A1411
1411,Eruption_column,A1412
1412,Erwin_Rommel,A1413
1413,Eskimo,A1414
1414,Esox,A1415
1415,Esperanto,A1416
1416,Essential_oil,A1417
1417,Estonia,A1418
1418,Ethanol,A1419
1419,Ethics,A1420
1420,Ethiopia,A1421
1421,Ethiopian_Wolf,A1422
1422,Ethnic_group,A1423
1423,Euclid,A1424
1424,Euclidean_geometry,A1425
1425,Eukaryote,A1426
1426,Euphrates,A1427
1427,Eurasian_Bullfinch,A1428
1428,Eurasian_Collared_Dove,A1429
1429,Eurasian_Eagle_Owl,A1430
1430,Eurasian_Jay,A1431
1431,Eurasian_Oystercatcher,A1432
1432,Euro,A1433
1433,Europe,A1434
1434,European_Goldfinch,A1435
1435,European_Greenfinch,A1436
1436,European_Kingfisher,A1437
1437,European_Parliament,A1438
1438,European_Space_Agency,A1439
1439,European_Union,A1440
1440,Europium,A1441
1441,Eurovision_Song_Contest,A1442
1442,Euston_Manifesto,A1443
1443,Eustreptospondylus,A1444
1444,Eva_Per%C3%B3n,A1445
1445,Evan_Rachel_Wood,A1446
1446,Evanton,A1447
1447,Evolution,A1448
1448,Evolutionarily_stable_strategy,A1449
1449,Existentialism,A1450
1450,Exploration_of_Mars,A1451
1451,Explorer_I,A1452
1452,Expressionism,A1453
1453,Extinct_birds,A1454
1454,Extinction,A1455
1455,Extrasolar_planet,A1456
1456,Extraterrestrial_life,A1457
1457,Eye,A1458
1458,Eye_%28cyclone%29,A1459
1459,Eyelid,A1460
1460,Ezra_Pound,A1461
1461,F-35_Lightning_II,A1462
1462,F-4_Phantom_II,A1463
1463,FIFA,A1464
1464,FIFA_World_Cup,A1465
1465,FM_Consolidated_line,A1466
1466,FairTax,A1467
1467,Fair_Isle,A1468
1468,Falcon,A1469
1469,Falkirk_Wheel,A1470
1470,Falkland_Islands,A1471
1471,Family,A1472
1472,Famine,A1473
1473,Fanny_Blankers-Koen,A1474
1474,Faroe_Islands,A1475
1475,Fascism,A1476
1476,Fashion,A1477
1477,Fatty_acid,A1478
1478,Fauna_of_Australia,A1479
1479,Feather,A1480
1480,Fed_Cup,A1481
1481,Federal_Bureau_of_Investigation,A1482
1482,Federated_States_of_Micronesia,A1483
1483,Fedora_Core,A1484
1484,Feldspar,A1485
1485,Felice_Beato,A1486
1486,Felix_Mendelssohn,A1487
1487,Felix_the_Cat,A1488
1488,Fencing,A1489
1489,Fennel,A1490
1490,Ferdinand_Magellan,A1491
1491,Ferdinandea,A1492
1492,Fermi_paradox,A1493
1493,Fermium,A1494
1494,Fern,A1495
1495,Fertile_Crescent,A1496
1496,Fertilizer,A1497
1497,Fetal_alcohol_spectrum_disorder,A1498
1498,Ffestiniog_Railway,A1499
1499,Fiberglass,A1500
1500,Fiction,A1501
1501,Fidel_Castro,A1502
1502,Fieldfare,A1503
1503,Fiji,A1504
1504,Film,A1505
1505,Final_Fantasy_%28video_game%29,A1506
1506,Final_Fantasy_Adventure,A1507
1507,Finance,A1508
1508,Financial_statements,A1509
1509,Fine_art,A1510
1510,Finland,A1511
1511,Fire,A1512
1512,Firearm,A1513
1513,Firecrest,A1514
1514,Firefly_%28TV_series%29,A1515
1515,First_Council_of_Nicaea,A1516
1516,First_Crusade,A1517
1517,First_Macedonian_War,A1518
1518,First_Transcontinental_Railroad,A1519
1519,Fish,A1520
1520,Fishing,A1521
1521,Flag_of_Australia,A1522
1522,Flag_of_Belarus,A1523
1523,Flag_of_Hong_Kong,A1524
1524,Flag_of_India,A1525
1525,Flag_of_Mexico,A1526
1526,Flag_of_South_Africa,A1527
1527,Flag_of_the_Republic_of_China,A1528
1528,Flamingo,A1529
1529,Flanders,A1530
1530,Flat_Earth,A1531
1531,Flemish_%28linguistics%29,A1532
1532,Flemish_dialects,A1533
1533,Flemish_people,A1534
1534,Flood,A1535
1535,Floppy_disk,A1536
1536,Florence_Nightingale,A1537
1537,Florida,A1538
1538,Florida_East_Coast_Railway,A1539
1539,Floris_and_Blancheflour,A1540
1540,Flower,A1541
1541,Floyd_Mayweather_Jr.,A1542
1542,Fluorine,A1543
1543,Flute,A1544
1544,Foie_gras,A1545
1545,Folic_acid,A1546
1546,Folk_music,A1547
1547,Folklore,A1548
1548,Food,A1549
1549,Football,A1550
1550,Football_%28soccer%29,A1551
1551,Force,A1552
1552,Forensic_facial_reconstruction,A1553
1553,Forest,A1554
1554,Formic_acid,A1555
1555,Formula_One,A1556
1556,Forrest_Gump,A1557
1557,Fort_de_Chartres,A1558
1558,Forth,A1559
1559,Forth_Bridge_%28railway%29,A1560
1560,Forth_Road_Bridge,A1561
1561,Fossil,A1562
1562,Fossil_fuel,A1563
1563,Fossil_record,A1564
1564,Fourteenth_Amendment_to_the_United_States_Constitution,A1565
1565,Fox,A1566
1566,Fr%C3%A9d%C3%A9ric_Chopin,A1567
1567,Fractal,A1568
1568,France,A1569
1569,France_in_the_American_Revolutionary_War,A1570
1570,Frances_Oldham_Kelsey,A1571
1571,Francis_Bacon,A1572
1572,Francis_Crick,A1573
1573,Francis_Drake,A1574
1574,Francis_Petre,A1575
1575,Francis_of_Assisi,A1576
1576,Francisco_Goya,A1577
1577,Francium,A1578
1578,Frank_Lloyd_Wright,A1579
1579,Frankenstein,A1580
1580,Frankfurt,A1581
1581,Franklin_B._Gowen,A1582
1582,Franklin_D._Roosevelt,A1583
1583,Franklin_Pierce,A1584
1584,Franks,A1585
1585,Franz_Kafka,A1586
1586,Franz_Schubert,A1587
1587,Frederick_Douglass,A1588
1588,Frederick_Hamilton-Temple-Blackwood%2C_1st_Marquess_of_Dufferin_and_Ava,A1589
1589,Frederick_II%2C_Holy_Roman_Emperor,A1590
1590,Frederick_II_of_Prussia,A1591
1591,Freetown,A1592
1592,French_Guiana,A1593
1593,French_Open_%28tennis%29,A1594
1594,French_Polynesia,A1595
1595,French_Revolution,A1596
1596,French_Southern_and_Antarctic_Lands,A1597
1597,French_language,A1598
1598,Fresh_water,A1599
1599,Friedrich_Nietzsche,A1600
1600,Friend_Directdebit,A1601
1601,Frog,A1602
1602,Fruit,A1603
1603,Fugu,A1604
1604,Full_moon,A1605
1605,Funchal,A1606
1606,Functional_programming,A1607
1607,Fundamental_Rights_in_India,A1608
1608,Fundamental_theorem_of_arithmetic,A1609
1609,Fungus,A1610
1610,Fur_language,A1611
1611,Fusarium,A1612
1612,Fyodor_Dostoevsky,A1613
1613,GDRT,A1614
1614,GNOME,A1615
1615,GNU,A1616
1616,GNU_Linux_naming_controversy,A1617
1617,GNU_Project,A1618
1618,Gabon,A1619
1619,Gaborone,A1620
1620,Gadolinium,A1621
1621,Gal%C3%A1pagos_Islands,A1622
1622,Galah,A1623
1623,Galaxy,A1624
1624,Galeras,A1625
1625,Galerina,A1626
1626,Galileo_Galilei,A1627
1627,Gallery_of_the_Kings_and_Queens_of_England,A1628
1628,Gallimimus,A1629
1629,Gallium,A1630
1630,Galveston_Hurricane_of_1900,A1631
1631,Game,A1632
1632,Game_theory,A1633
1633,Ganesha,A1634
1634,Ganges_River,A1635
1635,Ganges_shark,A1636
1636,Gangtok,A1637
1637,Garage_%28dance_music%29,A1638
1638,Garden,A1639
1639,Garden_Gnome_Liberation_Front,A1640
1640,Gardening,A1641
1641,Gas,A1642
1642,Gas_giant,A1643
1643,Gas_metal_arc_welding,A1644
1644,Gas_tungsten_arc_welding,A1645
1645,Gas_turbine-electric_locomotive,A1646
1646,Gaur,A1647
1647,Gauss%27s_law,A1648
1648,Gautama_Buddha,A1649
1649,Gaza_Strip,A1650
1650,Gazelle,A1651
1651,Gender,A1652
1652,Genealogy,A1653
1653,General_Pershing_Zephyr,A1654
1654,Genetic_code,A1655
1655,Genetics,A1656
1656,Geneva,A1657
1657,Genghis_Khan,A1658
1658,Genoa,A1659
1659,Gentoo_penguin,A1660
1660,Geography,A1661
1661,Geography_of_Africa,A1662
1662,Geography_of_India,A1663
1663,Geography_of_Ireland,A1664
1664,Geography_of_Texas,A1665
1665,Geology,A1666
1666,Geology_of_Dorset,A1667
1667,Geology_of_the_Grand_Canyon_area,A1668
1668,Geometry,A1669
1669,Georg_Cantor,A1670
1670,Georg_Forster,A1671
1671,Georg_von_Boeselager,A1672
1672,George_Byron%2C_6th_Baron_Byron,A1673
1673,George_Eliot,A1674
1674,George_Fox,A1675
1675,George_H._W._Bush,A1676
1676,George_Herbert,A1677
1677,George_III_of_the_United_Kingdom,A1678
1678,George_II_of_Great_Britain,A1679
1679,George_IV_of_the_United_Kingdom,A1680
1680,George_I_of_Great_Britain,A1681
1681,George_Thomas_Coker,A1682
1682,George_VI_of_the_United_Kingdom,A1683
1683,George_V_of_the_United_Kingdom,A1684
1684,George_W._Bush,A1685
1685,George_Washington,A1686
1686,Georgetown%2C_Guyana,A1687
1687,Georgia_%28country%29,A1688
1688,Gerald_Durrell,A1689
1689,Gerald_Ford,A1690
1690,German_Crusade%2C_1096,A1691
1691,German_language,A1692
1692,German_reunification,A1693
1693,Germanium,A1694
1694,Germany,A1695
1695,Gettysburg_Address,A1696
1696,Ghana,A1697
1697,Ghost_Dance,A1698
1698,Giant%27s_Causeway,A1699
1699,Giant_Eland,A1700
1700,Giant_Hogweed,A1701
1701,Giant_Panda,A1702
1702,Gibraltar,A1703
1703,Giganotosaurus,A1704
1704,Gilles_Villeneuve,A1705
1705,Giraffe,A1706
1706,Giuseppe_Verdi,A1707
1707,Giza_pyramid_complex,A1708
1708,Glacier,A1709
1709,Glacier_National_Park_%28US%29,A1710
1710,Glaciology,A1711
1711,Glasgow,A1712
1712,Glass,A1713
1713,Glasses,A1714
1714,Glastonbury_Festival,A1715
1715,GlaxoSmithKline,A1716
1716,Gliding,A1717
1717,Gliese_876,A1718
1718,Gliese_876_b,A1719
1719,Gliese_876_c,A1720
1720,Gliese_876_d,A1721
1721,Global,A1722
1722,Global_city,A1723
1723,Global_spread_of_H5N1,A1724
1724,Global_warming,A1725
1725,Globalization,A1726
1726,Globe_Theatre,A1727
1727,Globular_cluster,A1728
1728,Glorious_Revolution,A1729
1729,Glynn_Lunney,A1730
1730,Gmail,A1731
1731,Go_%28board_game%29,A1732
1732,Goa,A1733
1733,God,A1734
1734,Gold,A1735
1735,Gold%28III%29_chloride,A1736
1736,Gold_standard,A1737
1737,Goldcrest,A1738
1738,Golden_Eagle,A1739
1739,Golden_Gate_Highlands_National_Park,A1740
1740,Goldfish,A1741
1741,Goleta%2C_California,A1742
1742,Gone_with_the_Wind_%28film%29,A1743
1743,Google,A1744
1744,Goose,A1745
1745,Gordon_Brown,A1746
1746,Gordon_Griffith,A1747
1747,Gorilla,A1748
1748,Gossypium,A1749
1749,Gothenburg,A1750
1750,Gottfried_Leibniz,A1751
1751,Government,A1752
1752,Government_of_France,A1753
1753,Gowanus_Canal,A1754
1754,Grand_Canal_of_China,A1755
1755,Grand_Canyon,A1756
1756,Grand_Central_Station_%28Chicago%29,A1757
1757,Grand_Central_Terminal,A1758
1758,Grand_Forks%2C_North_Dakota,A1759
1759,Grand_Slam_%28tennis%29,A1760
1760,Grange_Hill,A1761
1761,Granite,A1762
1762,Graniteville_train_disaster,A1763
1763,Grape_seed_oil,A1764
1764,Graphic_novel,A1765
1765,Gravitation,A1766
1766,Gray_Wolf,A1767
1767,Gray_reef_shark,A1768
1768,Grease_%28film%29,A1769
1769,Great_Auk,A1770
1770,Great_Barrier_Reef,A1771
1771,Great_Black-backed_Gull,A1772
1772,Great_Britain,A1773
1773,Great_Bustard,A1774
1774,Great_Comet_of_1882,A1775
1775,Great_Cormorant,A1776
1776,Great_Crested_Grebe,A1777
1777,Great_Lakes,A1778
1778,Great_Lakes_Storm_of_1913,A1779
1779,Great_Moravia,A1780
1780,Great_Pyramid_of_Giza,A1781
1781,Great_Red_Spot,A1782
1782,Great_Rift_Valley,A1783
1783,Great_Salt_Lake,A1784
1784,Great_Spotted_Woodpecker,A1785
1785,Great_Tit,A1786
1786,Great_Wall_of_China,A1787
1787,Great_Yarmouth,A1788
1788,Great_comet,A1789
1789,Great_hammerhead,A1790
1790,Great_white_shark,A1791
1791,Greater_Cane_Rat,A1792
1792,Greco-Buddhism,A1793
1793,Greece,A1794
1794,Greek_War_of_Independence,A1795
1795,Greek_mythology,A1796
1796,Green_Woodpecker,A1797
1797,Greenhouse_effect,A1798
1798,Greenland,A1799
1799,Greg_LeMond,A1800
1800,Gregor_Mendel,A1801
1801,Gregorian_chant,A1802
1802,Gremlins,A1803
1803,Grenada,A1804
1804,Grevy%27s_Zebra,A1805
1805,Group_%28mathematics%29,A1806
1806,Grover_Cleveland,A1807
1807,Guadeloupe,A1808
1808,Guam,A1809
1809,Guangzhou,A1810
1810,Guatemala,A1811
1811,Guernsey,A1812
1812,Guglielmo_Marconi,A1813
1813,Guild,A1814
1814,Guinea,A1815
1815,Guinea-Bissau,A1816
1816,Guinness,A1817
1817,Guitar,A1818
1818,Gulf_of_Mexico,A1819
1819,Gull,A1820
1820,Gunpowder,A1821
1821,Guqin,A1822
1822,Gustav_Holst,A1823
1823,Gustavus_Franklin_Swift,A1824
1824,Guyana,A1825
1825,Gyeongju,A1826
1826,Gypsum,A1827
1827,H%C3%A4nsel_und_Gretel,A1828
1828,H.D.,A1829
1829,H5N1,A1830
1830,HD_209458_b,A1831
1831,HD_217107,A1832
1832,HD_217107_b,A1833
1833,HD_217107_c,A1834
1834,HD_28185,A1835
1835,HD_28185_b,A1836
1836,HIV,A1837
1837,HIV_AIDS_in_Africa,A1838
1838,HMS_E18,A1839
1839,HSBC,A1840
