,Human_Path_Length,Shortest_Path_Length,Ratio
12000,6,3,2.0
12001,5,2,2.5
12002,5,3,1.6666666666666667
12003,2,2,1.0
12004,5,3,1.6666666666666667
12005,4,3,1.3333333333333333
12006,7,3,2.3333333333333335
12007,4,3,1.3333333333333333
12008,14,3,4.666666666666667
12009,5,3,1.6666666666666667
12010,4,3,1.3333333333333333
12011,5,3,1.6666666666666667
12012,3,3,1.0
12013,2,2,1.0
12014,5,4,1.25
12015,10,4,2.5
12016,7,4,1.75
12017,3,2,1.5
12018,5,3,1.6666666666666667
12019,3,3,1.0
12020,12,3,4.0
12021,9,2,4.5
12022,2,2,1.0
12023,8,3,2.6666666666666665
12024,6,3,2.0
12025,3,3,1.0
12026,8,3,2.6666666666666665
12027,5,3,1.6666666666666667
12028,5,3,1.6666666666666667
12029,5,3,1.6666666666666667
12030,3,3,1.0
12031,4,2,2.0
12032,3,2,1.5
12033,4,2,2.0
12034,2,2,1.0
12035,5,2,2.5
12036,3,2,1.5
12037,4,2,2.0
12038,2,2,1.0
12039,4,2,2.0
12040,5,3,1.6666666666666667
12041,6,4,1.5
12042,7,4,1.75
12043,6,4,1.5
12044,9,3,3.0
12045,4,3,1.3333333333333333
12046,3,2,1.5
12047,5,3,1.6666666666666667
12048,8,3,2.6666666666666665
12049,4,3,1.3333333333333333
12050,23,3,7.666666666666667
12051,7,4,1.75
12052,6,4,1.5
12053,5,4,1.25
12054,15,3,5.0
12055,4,3,1.3333333333333333
12056,3,3,1.0
12057,4,3,1.3333333333333333
12058,5,3,1.6666666666666667
12059,3,2,1.5
12060,8,2,4.0
12061,7,3,2.3333333333333335
12062,14,3,4.666666666666667
12063,8,3,2.6666666666666665
12064,7,3,2.3333333333333335
12065,4,3,1.3333333333333333
12066,6,2,3.0
12067,3,2,1.5
12068,3,2,1.5
12069,3,2,1.5
12070,6,2,3.0
12071,10,2,5.0
12072,6,3,2.0
12073,14,3,4.666666666666667
12074,4,3,1.3333333333333333
12075,4,3,1.3333333333333333
12076,4,3,1.3333333333333333
12077,3,1,3.0
12078,3,3,1.0
12079,5,3,1.6666666666666667
12080,4,3,1.3333333333333333
12081,4,3,1.3333333333333333
12082,3,3,1.0
12083,3,3,1.0
12084,3,3,1.0
12085,8,4,2.0
12086,8,4,2.0
12087,10,4,2.5
12088,15,2,7.5
12089,4,3,1.3333333333333333
12090,4,3,1.3333333333333333
12091,4,3,1.3333333333333333
12092,4,3,1.3333333333333333
12093,6,3,2.0
12094,6,3,2.0
12095,7,3,2.3333333333333335
12096,11,3,3.6666666666666665
12097,3,3,1.0
12098,5,3,1.6666666666666667
12099,4,3,1.3333333333333333
12100,7,3,2.3333333333333335
12101,6,3,2.0
12102,21,3,7.0
12103,8,4,2.0
12104,6,4,1.5
12105,3,2,1.5
12106,2,1,2.0
12107,11,3,3.6666666666666665
12108,8,3,2.6666666666666665
12109,7,3,2.3333333333333335
12110,4,3,1.3333333333333333
12111,4,3,1.3333333333333333
12112,3,3,1.0
12113,3,3,1.0
12114,7,3,2.3333333333333335
12115,4,3,1.3333333333333333
12116,5,3,1.6666666666666667
12117,6,2,3.0
12118,3,3,1.0
12119,10,4,2.5
12120,10,4,2.5
12121,4,4,1.0
12122,4,4,1.0
12123,5,3,1.6666666666666667
12124,5,3,1.6666666666666667
12125,9,2,4.5
12126,3,2,1.5
12127,4,3,1.3333333333333333
12128,3,3,1.0
12129,8,3,2.6666666666666665
12130,5,3,1.6666666666666667
12131,3,3,1.0
12132,3,2,1.5
12133,4,3,1.3333333333333333
12134,5,3,1.6666666666666667
12135,7,3,2.3333333333333335
12136,5,3,1.6666666666666667
12137,5,4,1.25
12138,11,2,5.5
12139,3,2,1.5
12140,4,3,1.3333333333333333
12141,8,2,4.0
12142,3,2,1.5
12143,7,2,3.5
12144,4,2,2.0
12145,4,2,2.0
12146,12,4,3.0
12147,3,3,1.0
12148,7,4,1.75
12149,7,4,1.75
12150,4,3,1.3333333333333333
12151,4,3,1.3333333333333333
12152,4,3,1.3333333333333333
12153,9,3,3.0
12154,9,3,3.0
12155,10,3,3.3333333333333335
12156,6,3,2.0
12157,7,4,1.75
12158,6,3,2.0
12159,4,3,1.3333333333333333
12160,5,3,1.6666666666666667
12161,5,3,1.6666666666666667
12162,12,3,4.0
12163,4,3,1.3333333333333333
12164,4,3,1.3333333333333333
12165,6,3,2.0
12166,2,2,1.0
12167,6,3,2.0
12168,4,3,1.3333333333333333
12169,8,3,2.6666666666666665
12170,4,3,1.3333333333333333
12171,11,3,3.6666666666666665
12172,21,4,5.25
12173,14,4,3.5
12174,13,4,3.25
12175,4,3,1.3333333333333333
12176,7,3,2.3333333333333335
12177,2,2,1.0
12178,2,2,1.0
12179,5,2,2.5
12180,5,2,2.5
12181,5,3,1.6666666666666667
12182,8,3,2.6666666666666665
12183,11,3,3.6666666666666665
12184,6,3,2.0
12185,10,3,3.3333333333333335
12186,8,3,2.6666666666666665
12187,4,3,1.3333333333333333
12188,11,3,3.6666666666666665
12189,5,3,1.6666666666666667
12190,16,3,5.333333333333333
12191,4,3,1.3333333333333333
12192,6,3,2.0
12193,4,3,1.3333333333333333
12194,4,3,1.3333333333333333
12195,22,3,7.333333333333333
12196,7,3,2.3333333333333335
12197,4,3,1.3333333333333333
12198,9,4,2.25
12199,6,4,1.5
12200,5,3,1.6666666666666667
12201,4,3,1.3333333333333333
12202,2,2,1.0
12203,2,2,1.0
12204,1,1,1.0
12205,2,2,1.0
12206,3,3,1.0
12207,3,3,1.0
12208,5,3,1.6666666666666667
12209,2,2,1.0
12210,7,3,2.3333333333333335
12211,4,3,1.3333333333333333
12212,3,3,1.0
12213,4,3,1.3333333333333333
12214,3,2,1.5
12215,5,3,1.6666666666666667
12216,4,3,1.3333333333333333
12217,4,3,1.3333333333333333
12218,8,3,2.6666666666666665
12219,7,3,2.3333333333333335
12220,13,3,4.333333333333333
12221,12,3,4.0
12222,6,4,1.5
12223,3,3,1.0
12224,1,1,1.0
12225,3,2,1.5
12226,46,3,15.333333333333334
12227,6,3,2.0
12228,7,3,2.3333333333333335
12229,7,3,2.3333333333333335
12230,7,3,2.3333333333333335
12231,5,3,1.6666666666666667
12232,9,3,3.0
12233,7,3,2.3333333333333335
12234,6,3,2.0
12235,5,3,1.6666666666666667
12236,8,3,2.6666666666666665
12237,4,3,1.3333333333333333
12238,4,3,1.3333333333333333
12239,8,3,2.6666666666666665
12240,7,3,2.3333333333333335
12241,6,3,2.0
12242,6,3,2.0
12243,8,3,2.6666666666666665
12244,6,3,2.0
12245,4,3,1.3333333333333333
12246,4,3,1.3333333333333333
12247,4,3,1.3333333333333333
12248,7,3,2.3333333333333335
12249,8,3,2.6666666666666665
12250,4,3,1.3333333333333333
12251,4,3,1.3333333333333333
12252,6,3,2.0
12253,5,3,1.6666666666666667
12254,9,3,3.0
12255,10,3,3.3333333333333335
12256,5,3,1.6666666666666667
12257,3,3,1.0
12258,8,3,2.6666666666666665
12259,7,3,2.3333333333333335
12260,4,3,1.3333333333333333
12261,7,3,2.3333333333333335
12262,9,3,3.0
12263,6,3,2.0
12264,17,3,5.666666666666667
12265,6,3,2.0
12266,9,3,3.0
12267,4,3,1.3333333333333333
12268,5,3,1.6666666666666667
12269,5,3,1.6666666666666667
12270,7,3,2.3333333333333335
12271,7,3,2.3333333333333335
12272,6,3,2.0
12273,6,3,2.0
12274,4,3,1.3333333333333333
12275,4,3,1.3333333333333333
12276,5,3,1.6666666666666667
12277,4,3,1.3333333333333333
12278,4,3,1.3333333333333333
12279,4,3,1.3333333333333333
12280,7,3,2.3333333333333335
12281,6,3,2.0
12282,4,3,1.3333333333333333
12283,5,3,1.6666666666666667
12284,4,3,1.3333333333333333
12285,5,3,1.6666666666666667
12286,4,3,1.3333333333333333
12287,8,3,2.6666666666666665
12288,6,3,2.0
12289,4,3,1.3333333333333333
12290,6,3,2.0
12291,4,3,1.3333333333333333
12292,11,3,3.6666666666666665
12293,4,3,1.3333333333333333
12294,12,3,4.0
12295,4,3,1.3333333333333333
12296,7,3,2.3333333333333335
12297,6,3,2.0
12298,4,3,1.3333333333333333
12299,7,3,2.3333333333333335
12300,13,3,4.333333333333333
12301,5,3,1.6666666666666667
12302,7,3,2.3333333333333335
12303,6,3,2.0
12304,10,3,3.3333333333333335
12305,4,3,1.3333333333333333
12306,10,3,3.3333333333333335
12307,6,3,2.0
12308,4,3,1.3333333333333333
12309,10,3,3.3333333333333335
12310,4,3,1.3333333333333333
12311,8,3,2.6666666666666665
12312,5,3,1.6666666666666667
12313,5,3,1.6666666666666667
12314,6,3,2.0
12315,7,3,2.3333333333333335
12316,4,3,1.3333333333333333
12317,4,3,1.3333333333333333
12318,7,3,2.3333333333333335
12319,9,3,3.0
12320,4,3,1.3333333333333333
12321,12,3,4.0
12322,4,3,1.3333333333333333
12323,4,3,1.3333333333333333
12324,11,3,3.6666666666666665
12325,13,3,4.333333333333333
12326,4,3,1.3333333333333333
12327,6,3,2.0
12328,3,3,1.0
12329,8,3,2.6666666666666665
12330,15,3,5.0
12331,5,3,1.6666666666666667
12332,5,3,1.6666666666666667
12333,4,3,1.3333333333333333
12334,10,3,3.3333333333333335
12335,4,3,1.3333333333333333
12336,4,3,1.3333333333333333
12337,5,3,1.6666666666666667
12338,10,3,3.3333333333333335
12339,9,3,3.0
12340,5,3,1.6666666666666667
12341,17,3,5.666666666666667
12342,7,3,2.3333333333333335
12343,5,3,1.6666666666666667
12344,8,3,2.6666666666666665
12345,12,3,4.0
12346,6,3,2.0
12347,9,3,3.0
12348,4,3,1.3333333333333333
12349,4,3,1.3333333333333333
12350,8,3,2.6666666666666665
12351,4,3,1.3333333333333333
12352,4,3,1.3333333333333333
12353,14,3,4.666666666666667
12354,7,3,2.3333333333333335
12355,8,3,2.6666666666666665
12356,4,3,1.3333333333333333
12357,4,3,1.3333333333333333
12358,7,3,2.3333333333333335
12359,6,3,2.0
12360,4,3,1.3333333333333333
12361,9,3,3.0
12362,6,3,2.0
12363,9,3,3.0
12364,6,3,2.0
12365,9,3,3.0
12366,6,3,2.0
12367,6,3,2.0
12368,6,3,2.0
12369,4,3,1.3333333333333333
12370,7,3,2.3333333333333335
12371,7,3,2.3333333333333335
12372,4,3,1.3333333333333333
12373,9,3,3.0
12374,6,3,2.0
12375,5,3,1.6666666666666667
12376,5,3,1.6666666666666667
12377,4,3,1.3333333333333333
12378,4,3,1.3333333333333333
12379,6,3,2.0
12380,6,3,2.0
12381,4,3,1.3333333333333333
12382,9,3,3.0
12383,4,3,1.3333333333333333
12384,9,3,3.0
12385,5,3,1.6666666666666667
12386,11,3,3.6666666666666665
12387,5,3,1.6666666666666667
12388,10,3,3.3333333333333335
12389,5,3,1.6666666666666667
12390,6,3,2.0
12391,8,3,2.6666666666666665
12392,4,3,1.3333333333333333
12393,4,3,1.3333333333333333
12394,4,3,1.3333333333333333
12395,5,3,1.6666666666666667
12396,6,3,2.0
12397,4,3,1.3333333333333333
12398,4,3,1.3333333333333333
12399,6,3,2.0
12400,4,3,1.3333333333333333
12401,9,3,3.0
12402,4,3,1.3333333333333333
12403,8,3,2.6666666666666665
12404,9,3,3.0
12405,4,3,1.3333333333333333
12406,4,3,1.3333333333333333
12407,7,3,2.3333333333333335
12408,5,3,1.6666666666666667
12409,4,3,1.3333333333333333
12410,4,3,1.3333333333333333
12411,6,3,2.0
12412,5,3,1.6666666666666667
12413,6,3,2.0
12414,5,3,1.6666666666666667
12415,4,3,1.3333333333333333
12416,4,3,1.3333333333333333
12417,12,3,4.0
12418,9,3,3.0
12419,9,3,3.0
12420,6,3,2.0
12421,6,3,2.0
12422,15,3,5.0
12423,4,3,1.3333333333333333
12424,5,3,1.6666666666666667
12425,6,3,2.0
12426,12,3,4.0
12427,8,3,2.6666666666666665
12428,6,3,2.0
12429,7,3,2.3333333333333335
12430,6,3,2.0
12431,5,3,1.6666666666666667
12432,8,3,2.6666666666666665
12433,6,3,2.0
12434,5,3,1.6666666666666667
12435,12,3,4.0
12436,7,3,2.3333333333333335
12437,5,3,1.6666666666666667
12438,6,3,2.0
12439,12,3,4.0
12440,9,3,3.0
12441,6,3,2.0
12442,4,3,1.3333333333333333
12443,7,3,2.3333333333333335
12444,5,3,1.6666666666666667
12445,7,3,2.3333333333333335
12446,16,3,5.333333333333333
12447,4,3,1.3333333333333333
12448,13,3,4.333333333333333
12449,4,3,1.3333333333333333
12450,6,3,2.0
12451,4,3,1.3333333333333333
12452,3,3,1.0
12453,5,3,1.6666666666666667
12454,7,3,2.3333333333333335
12455,4,3,1.3333333333333333
12456,4,3,1.3333333333333333
12457,10,3,3.3333333333333335
12458,5,3,1.6666666666666667
12459,5,3,1.6666666666666667
12460,4,3,1.3333333333333333
12461,5,3,1.6666666666666667
12462,9,3,3.0
12463,4,3,1.3333333333333333
12464,4,3,1.3333333333333333
12465,7,3,2.3333333333333335
12466,7,3,2.3333333333333335
12467,10,3,3.3333333333333335
12468,5,3,1.6666666666666667
12469,6,3,2.0
12470,8,3,2.6666666666666665
12471,4,3,1.3333333333333333
12472,12,3,4.0
12473,9,3,3.0
12474,12,3,4.0
12475,7,3,2.3333333333333335
12476,10,3,3.3333333333333335
12477,8,3,2.6666666666666665
12478,3,3,1.0
12479,5,3,1.6666666666666667
12480,16,3,5.333333333333333
12481,13,3,4.333333333333333
12482,6,3,2.0
12483,4,3,1.3333333333333333
12484,6,3,2.0
12485,8,3,2.6666666666666665
12486,10,3,3.3333333333333335
12487,5,3,1.6666666666666667
12488,6,3,2.0
12489,16,3,5.333333333333333
12490,8,3,2.6666666666666665
12491,8,3,2.6666666666666665
12492,6,3,2.0
12493,5,3,1.6666666666666667
12494,6,3,2.0
12495,8,3,2.6666666666666665
12496,5,3,1.6666666666666667
12497,7,3,2.3333333333333335
12498,5,3,1.6666666666666667
12499,4,3,1.3333333333333333
12500,7,3,2.3333333333333335
12501,13,3,4.333333333333333
12502,5,3,1.6666666666666667
12503,5,3,1.6666666666666667
12504,6,3,2.0
12505,4,3,1.3333333333333333
12506,5,3,1.6666666666666667
12507,6,3,2.0
12508,4,3,1.3333333333333333
12509,6,3,2.0
12510,4,3,1.3333333333333333
12511,4,3,1.3333333333333333
12512,7,3,2.3333333333333335
12513,5,3,1.6666666666666667
12514,11,3,3.6666666666666665
12515,9,3,3.0
12516,8,3,2.6666666666666665
12517,5,3,1.6666666666666667
12518,8,3,2.6666666666666665
12519,4,3,1.3333333333333333
12520,5,3,1.6666666666666667
12521,6,3,2.0
12522,7,3,2.3333333333333335
12523,11,3,3.6666666666666665
12524,6,3,2.0
12525,6,3,2.0
12526,3,3,1.0
12527,3,3,1.0
12528,11,3,3.6666666666666665
12529,3,3,1.0
12530,8,3,2.6666666666666665
12531,5,3,1.6666666666666667
12532,6,3,2.0
12533,6,3,2.0
12534,4,3,1.3333333333333333
12535,8,3,2.6666666666666665
12536,6,3,2.0
12537,6,3,2.0
12538,9,3,3.0
12539,7,3,2.3333333333333335
12540,8,3,2.6666666666666665
12541,8,3,2.6666666666666665
12542,10,3,3.3333333333333335
12543,3,3,1.0
12544,11,3,3.6666666666666665
12545,4,3,1.3333333333333333
12546,5,3,1.6666666666666667
12547,13,3,4.333333333333333
12548,8,3,2.6666666666666665
12549,4,3,1.3333333333333333
12550,8,3,2.6666666666666665
12551,4,3,1.3333333333333333
12552,5,3,1.6666666666666667
12553,4,3,1.3333333333333333
12554,6,3,2.0
12555,5,3,1.6666666666666667
12556,6,3,2.0
12557,4,3,1.3333333333333333
12558,5,3,1.6666666666666667
12559,5,3,1.6666666666666667
12560,7,3,2.3333333333333335
12561,5,3,1.6666666666666667
12562,11,3,3.6666666666666665
12563,8,3,2.6666666666666665
12564,6,3,2.0
12565,9,3,3.0
12566,7,3,2.3333333333333335
12567,7,3,2.3333333333333335
12568,8,3,2.6666666666666665
12569,5,3,1.6666666666666667
12570,10,3,3.3333333333333335
12571,7,3,2.3333333333333335
12572,6,3,2.0
12573,4,3,1.3333333333333333
12574,4,3,1.3333333333333333
12575,8,3,2.6666666666666665
12576,5,3,1.6666666666666667
12577,4,3,1.3333333333333333
12578,22,3,7.333333333333333
12579,4,3,1.3333333333333333
12580,8,3,2.6666666666666665
12581,5,3,1.6666666666666667
12582,5,3,1.6666666666666667
12583,4,3,1.3333333333333333
12584,3,3,1.0
12585,14,3,4.666666666666667
12586,6,3,2.0
12587,5,3,1.6666666666666667
12588,8,3,2.6666666666666665
12589,10,3,3.3333333333333335
12590,6,3,2.0
12591,7,3,2.3333333333333335
12592,4,3,1.3333333333333333
12593,7,3,2.3333333333333335
12594,6,3,2.0
12595,10,3,3.3333333333333335
12596,4,3,1.3333333333333333
12597,5,3,1.6666666666666667
12598,7,3,2.3333333333333335
12599,16,3,5.333333333333333
12600,4,3,1.3333333333333333
12601,22,3,7.333333333333333
12602,6,3,2.0
12603,13,3,4.333333333333333
12604,5,3,1.6666666666666667
12605,5,3,1.6666666666666667
12606,5,3,1.6666666666666667
12607,11,3,3.6666666666666665
12608,7,3,2.3333333333333335
12609,4,3,1.3333333333333333
12610,14,3,4.666666666666667
12611,3,3,1.0
12612,4,3,1.3333333333333333
12613,6,3,2.0
12614,5,3,1.6666666666666667
12615,12,3,4.0
12616,10,3,3.3333333333333335
12617,15,3,5.0
12618,10,3,3.3333333333333335
12619,5,3,1.6666666666666667
12620,5,3,1.6666666666666667
12621,6,3,2.0
12622,6,3,2.0
12623,20,3,6.666666666666667
12624,6,3,2.0
12625,7,3,2.3333333333333335
12626,7,3,2.3333333333333335
12627,12,3,4.0
12628,4,3,1.3333333333333333
12629,7,3,2.3333333333333335
12630,5,3,1.6666666666666667
12631,4,3,1.3333333333333333
12632,4,3,1.3333333333333333
12633,5,3,1.6666666666666667
12634,30,3,10.0
12635,4,3,1.3333333333333333
12636,5,3,1.6666666666666667
12637,10,3,3.3333333333333335
12638,5,3,1.6666666666666667
12639,6,3,2.0
12640,5,3,1.6666666666666667
12641,7,3,2.3333333333333335
12642,4,3,1.3333333333333333
12643,9,3,3.0
12644,13,3,4.333333333333333
12645,7,3,2.3333333333333335
12646,10,3,3.3333333333333335
12647,3,3,1.0
12648,6,3,2.0
12649,4,3,1.3333333333333333
12650,4,3,1.3333333333333333
12651,7,3,2.3333333333333335
12652,11,3,3.6666666666666665
12653,6,3,2.0
12654,6,3,2.0
12655,8,3,2.6666666666666665
12656,12,3,4.0
12657,10,3,3.3333333333333335
12658,8,3,2.6666666666666665
12659,5,3,1.6666666666666667
12660,9,3,3.0
12661,8,3,2.6666666666666665
12662,10,3,3.3333333333333335
12663,4,3,1.3333333333333333
12664,8,3,2.6666666666666665
12665,4,3,1.3333333333333333
12666,3,3,1.0
12667,8,3,2.6666666666666665
12668,5,3,1.6666666666666667
12669,5,3,1.6666666666666667
12670,5,3,1.6666666666666667
12671,11,3,3.6666666666666665
12672,4,3,1.3333333333333333
12673,6,3,2.0
12674,6,3,2.0
12675,8,3,2.6666666666666665
12676,5,3,1.6666666666666667
12677,7,3,2.3333333333333335
12678,7,3,2.3333333333333335
12679,5,3,1.6666666666666667
12680,5,3,1.6666666666666667
12681,13,3,4.333333333333333
12682,5,3,1.6666666666666667
12683,5,3,1.6666666666666667
12684,4,3,1.3333333333333333
12685,5,3,1.6666666666666667
12686,5,3,1.6666666666666667
12687,4,3,1.3333333333333333
12688,8,3,2.6666666666666665
12689,4,3,1.3333333333333333
12690,8,3,2.6666666666666665
12691,11,3,3.6666666666666665
12692,6,3,2.0
12693,4,3,1.3333333333333333
12694,7,3,2.3333333333333335
12695,8,3,2.6666666666666665
12696,6,3,2.0
12697,6,3,2.0
12698,5,3,1.6666666666666667
12699,5,3,1.6666666666666667
12700,6,3,2.0
12701,8,3,2.6666666666666665
12702,11,3,3.6666666666666665
12703,6,3,2.0
12704,4,3,1.3333333333333333
12705,4,3,1.3333333333333333
12706,4,3,1.3333333333333333
12707,5,3,1.6666666666666667
12708,6,3,2.0
12709,6,3,2.0
12710,7,3,2.3333333333333335
12711,9,3,3.0
12712,9,3,3.0
12713,9,3,3.0
12714,12,3,4.0
12715,4,3,1.3333333333333333
12716,5,3,1.6666666666666667
12717,4,3,1.3333333333333333
12718,6,3,2.0
12719,4,3,1.3333333333333333
12720,4,3,1.3333333333333333
12721,4,3,1.3333333333333333
12722,4,3,1.3333333333333333
12723,4,3,1.3333333333333333
12724,6,3,2.0
12725,5,3,1.6666666666666667
12726,5,3,1.6666666666666667
12727,7,3,2.3333333333333335
12728,5,3,1.6666666666666667
12729,7,3,2.3333333333333335
12730,10,3,3.3333333333333335
12731,5,3,1.6666666666666667
12732,4,3,1.3333333333333333
12733,6,3,2.0
12734,5,3,1.6666666666666667
12735,4,3,1.3333333333333333
12736,7,3,2.3333333333333335
12737,3,3,1.0
12738,5,3,1.6666666666666667
12739,5,3,1.6666666666666667
12740,5,3,1.6666666666666667
12741,8,3,2.6666666666666665
12742,8,3,2.6666666666666665
12743,6,3,2.0
12744,4,3,1.3333333333333333
12745,6,3,2.0
12746,12,3,4.0
12747,8,3,2.6666666666666665
12748,9,3,3.0
12749,6,3,2.0
12750,4,3,1.3333333333333333
12751,7,3,2.3333333333333335
12752,6,3,2.0
12753,6,3,2.0
12754,13,3,4.333333333333333
12755,4,3,1.3333333333333333
12756,6,3,2.0
12757,7,3,2.3333333333333335
12758,10,3,3.3333333333333335
12759,5,3,1.6666666666666667
12760,13,3,4.333333333333333
12761,5,3,1.6666666666666667
12762,7,3,2.3333333333333335
12763,6,3,2.0
12764,5,3,1.6666666666666667
12765,5,3,1.6666666666666667
12766,8,3,2.6666666666666665
12767,6,3,2.0
12768,6,3,2.0
12769,6,3,2.0
12770,8,3,2.6666666666666665
12771,4,3,1.3333333333333333
12772,18,3,6.0
12773,7,3,2.3333333333333335
12774,6,3,2.0
12775,5,3,1.6666666666666667
12776,6,3,2.0
12777,6,3,2.0
12778,4,3,1.3333333333333333
12779,4,3,1.3333333333333333
12780,5,3,1.6666666666666667
12781,18,3,6.0
12782,6,3,2.0
12783,12,3,4.0
12784,5,3,1.6666666666666667
12785,8,3,2.6666666666666665
12786,11,3,3.6666666666666665
12787,4,3,1.3333333333333333
12788,4,3,1.3333333333333333
12789,4,3,1.3333333333333333
12790,5,3,1.6666666666666667
12791,5,3,1.6666666666666667
12792,18,3,6.0
12793,13,3,4.333333333333333
12794,4,3,1.3333333333333333
12795,7,3,2.3333333333333335
12796,4,3,1.3333333333333333
12797,8,3,2.6666666666666665
12798,7,3,2.3333333333333335
12799,4,3,1.3333333333333333
12800,4,3,1.3333333333333333
12801,4,3,1.3333333333333333
12802,5,3,1.6666666666666667
12803,7,3,2.3333333333333335
12804,6,3,2.0
12805,6,3,2.0
12806,5,3,1.6666666666666667
12807,6,3,2.0
12808,5,3,1.6666666666666667
12809,5,3,1.6666666666666667
12810,5,3,1.6666666666666667
12811,9,3,3.0
12812,10,3,3.3333333333333335
12813,6,3,2.0
12814,7,3,2.3333333333333335
12815,6,3,2.0
12816,5,3,1.6666666666666667
12817,4,3,1.3333333333333333
12818,11,3,3.6666666666666665
12819,5,3,1.6666666666666667
12820,7,3,2.3333333333333335
12821,9,3,3.0
12822,10,3,3.3333333333333335
12823,6,3,2.0
12824,4,3,1.3333333333333333
12825,6,3,2.0
12826,6,3,2.0
12827,8,3,2.6666666666666665
12828,7,3,2.3333333333333335
12829,4,3,1.3333333333333333
12830,10,3,3.3333333333333335
12831,4,3,1.3333333333333333
12832,4,3,1.3333333333333333
12833,6,3,2.0
12834,10,3,3.3333333333333335
12835,4,3,1.3333333333333333
12836,5,3,1.6666666666666667
12837,7,3,2.3333333333333335
12838,7,3,2.3333333333333335
12839,6,3,2.0
12840,6,3,2.0
12841,7,3,2.3333333333333335
12842,10,3,3.3333333333333335
12843,4,3,1.3333333333333333
12844,5,3,1.6666666666666667
12845,4,3,1.3333333333333333
12846,4,3,1.3333333333333333
12847,6,3,2.0
12848,5,3,1.6666666666666667
12849,5,3,1.6666666666666667
12850,6,3,2.0
12851,5,3,1.6666666666666667
12852,8,3,2.6666666666666665
12853,7,3,2.3333333333333335
12854,7,3,2.3333333333333335
12855,3,3,1.0
12856,9,3,3.0
12857,5,3,1.6666666666666667
12858,5,3,1.6666666666666667
12859,8,3,2.6666666666666665
12860,9,3,3.0
12861,7,3,2.3333333333333335
12862,7,3,2.3333333333333335
12863,5,3,1.6666666666666667
12864,5,3,1.6666666666666667
12865,6,3,2.0
12866,10,3,3.3333333333333335
12867,4,3,1.3333333333333333
12868,6,3,2.0
12869,4,3,1.3333333333333333
12870,5,3,1.6666666666666667
12871,6,3,2.0
12872,5,3,1.6666666666666667
12873,6,3,2.0
12874,7,3,2.3333333333333335
12875,3,3,1.0
12876,4,3,1.3333333333333333
12877,4,3,1.3333333333333333
12878,4,3,1.3333333333333333
12879,3,3,1.0
12880,3,3,1.0
12881,10,3,3.3333333333333335
12882,8,3,2.6666666666666665
12883,7,3,2.3333333333333335
12884,5,3,1.6666666666666667
12885,8,3,2.6666666666666665
12886,4,3,1.3333333333333333
12887,4,3,1.3333333333333333
12888,5,3,1.6666666666666667
12889,11,3,3.6666666666666665
12890,4,3,1.3333333333333333
12891,6,3,2.0
12892,7,3,2.3333333333333335
12893,7,3,2.3333333333333335
12894,6,3,2.0
12895,10,3,3.3333333333333335
12896,6,3,2.0
12897,5,3,1.6666666666666667
12898,4,3,1.3333333333333333
12899,5,3,1.6666666666666667
12900,3,3,1.0
12901,4,3,1.3333333333333333
12902,4,3,1.3333333333333333
12903,6,3,2.0
12904,5,3,1.6666666666666667
12905,11,3,3.6666666666666665
12906,6,3,2.0
12907,4,3,1.3333333333333333
12908,6,3,2.0
12909,6,3,2.0
12910,6,3,2.0
12911,9,3,3.0
12912,3,3,1.0
12913,6,3,2.0
12914,4,3,1.3333333333333333
12915,5,3,1.6666666666666667
12916,9,3,3.0
12917,4,3,1.3333333333333333
12918,5,3,1.6666666666666667
12919,7,3,2.3333333333333335
12920,7,3,2.3333333333333335
12921,14,3,4.666666666666667
12922,4,3,1.3333333333333333
12923,10,3,3.3333333333333335
12924,6,3,2.0
12925,4,3,1.3333333333333333
12926,7,3,2.3333333333333335
12927,4,3,1.3333333333333333
12928,11,3,3.6666666666666665
12929,7,3,2.3333333333333335
12930,11,3,3.6666666666666665
12931,3,3,1.0
12932,4,3,1.3333333333333333
12933,6,3,2.0
12934,4,3,1.3333333333333333
12935,9,3,3.0
12936,4,3,1.3333333333333333
12937,7,3,2.3333333333333335
12938,4,3,1.3333333333333333
12939,4,3,1.3333333333333333
12940,7,3,2.3333333333333335
12941,7,3,2.3333333333333335
12942,8,3,2.6666666666666665
12943,4,3,1.3333333333333333
12944,4,3,1.3333333333333333
12945,32,3,10.666666666666666
12946,16,3,5.333333333333333
12947,12,3,4.0
12948,6,3,2.0
12949,4,3,1.3333333333333333
12950,5,3,1.6666666666666667
12951,5,3,1.6666666666666667
12952,6,3,2.0
12953,5,3,1.6666666666666667
12954,8,3,2.6666666666666665
12955,10,3,3.3333333333333335
12956,6,3,2.0
12957,4,3,1.3333333333333333
12958,7,3,2.3333333333333335
12959,6,3,2.0
12960,6,3,2.0
12961,5,3,1.6666666666666667
12962,4,3,1.3333333333333333
12963,7,3,2.3333333333333335
12964,3,3,1.0
12965,4,3,1.3333333333333333
12966,10,3,3.3333333333333335
12967,6,3,2.0
12968,3,3,1.0
12969,3,3,1.0
12970,3,3,1.0
12971,4,3,1.3333333333333333
12972,9,3,3.0
12973,7,3,2.3333333333333335
12974,12,3,4.0
12975,4,3,1.3333333333333333
12976,5,3,1.6666666666666667
12977,12,3,4.0
12978,8,3,2.6666666666666665
12979,7,3,2.3333333333333335
12980,4,3,1.3333333333333333
12981,6,3,2.0
